label	content
1	consumer financial protection bureau congressional oversight
1	romney one said would left teddy kennedy gay right
0	jeb bush plan social security disastrous senior raise retirement age
0	little doubt moved recession point
1	percent hispanic homeowner surprise mortgage
0	say lee fisher said never met gun control bill didnt like
1	say fox news broke story george bush drunk driving arrest broke fox news
1	barack obama want nearly double capital gain tax increasing tax mutual fund policeman fireman nurse
0	say george sorts bill gate funding bioweapon lab sierra leone caused ebola outbreak
0	nevada republican didnt one single thing cut spending
1	comply non discrimination law government forcing people business make wedding cake anyone
0	say democratic challenger house seat raised tax clothing school supply even baby paper
1	radio martin tv martin spent million reach le percent cuban population
0	
1	first member congress contribute donald trump
0	received contribution candidate race republican democrat
1	house democrat called stimulus stuffed astonishing million fund prevention program sexually transmitted disease
1	sunshine state hardly solar energy production
1	hawaii history throwing incumbent office
1	new hampshire lost job china state
0	saysgov john basic incorrectly claimed ohio economy th nation took office sixth nation term economic job growth
0	birmingham ala cradle civil right movement
1	gov scott walker budgeting greater percentage general fund tax dollar going pay debt ever history
1	took office deficit nearly percent economy today approaching percent
1	th united state new business created
0	banned talking bill layers presidential campaign
1	say mitt romney flip flipped support president reagan policy
0	say wisconsin gov scott walker literally invented billion deficit
1	also park thats far ability build reservoir hold day water supply city atlanta
0	virginia home veteran per capt state america
1	ohio better right national average economic number
1	projected million people use train annually keep mind amtrak area train washington boston philadelphia new york baltimore million rider
1	business created nearly twice many job recovery point last recovery obamacare
1	six school district school day year
0	say gov jim doyle dnr put hunter first mismanaged deer herd result deer population dwindled
1	today dossier going work ever year history great state indiana
1	one know bought studio bond language put bond offer must remain anonymous
0	today cant rely retirement fund public employee funded
1	say average federal tax rate percent
1	president barack obama said time legal authority act immigration
1	nearly percent woman receive health screening woman health program planned parenthood health center
1	last year produced percent le oil public land year
0	florida regulation panda lending industry stronger almost state
0	congressman bill young voted cut tax millionaire end medical
0	last trip new hampshire think met guy founded first bank since odd frank passed since financial crisis one bank country
1	republican election platform actually written help former lobbyist big former lobbyist exon mobil
0	say alaska sen mark begin supported president barack obamas economic policy percent time
1	seventy five percent young adult country mentally physically fit serve
1	say david dewhurst accused cruz red chinese communist
0	le percent president barack obamas cabinet member private sector experience
1	federal law pro growing industrial hemp united state
1	created many job first six month year best single year private sector job growth since year
1	greg abbott benefitted panda lender given received ruling operate loophole law allows charge unlimited rate fee
1	many company bankrolling ad campaign amendment recipient congressional bailout form humorous tax refund earlier year
1	say georgia power customer pay percent percent national average electricity
1	state private sale background check handgun percent fewer woman shot killed
1	nothing democrat bill would require individual verify citizenship identity prior receiving taxpayer subsidized benefit
1	every poll see overwhelming majority people want
1	sen george lemieux voted let oil company hook overturn pollution rule
1	experience senate budget chair cutting billion spending close deficit protecting education health care
1	course one four year term cost taxpayer million simply operate governor mansion
1	say donald trump support eminent domain supreme court kelodecision
0	say tom steer california billionaire stand profit blocking keystone spending big help bruce barley
1	say republican state sen alberta darling offered unqualified support plan end medical
0	
1	debate wasserman schultz missed congressional vote one worst record member congress
0	matt pattern kicked dirty campaign thousand dirty cash guess frank russo jimmy dimgray
0	people going kicked nursing home denied nursing home entrance texas house version state budget pass law
1	woman still paid cent every dollar man earns texas
1	spent taxpayer charlie crisis political photo op special session
0	hospital rick scott columbia ca health care company top executive said even turned away poor man left die outside door
1	list voter north carolina republican tried purge two third black democratic
0	fox news air stuart scott tribute picture stephen smith
0	seventy percent people living object poverty woman
1	
0	say hurricane sandy new york mayor michael bloomberg refused allow national guard city restore civil order guardian carry gun
1	th funding th higher education
0	here something people never talk coach schiano rutgers best graduation rate division football program america
0	youre white dont know like poor
1	resource take execute three month iraq war could fully fund expansion health care needy child bush vetoed
1	say travis county unemployment rate national average poverty rate exceeds national average local poverty rising
1	film television production generated billion economic impact georgia economy recent fiscal year
0	
1	president elect trump immigration policy similar policy sitting right senate house today temporarily suspend immigration country harbor terrorism temporarily suspend immigration syria get better vetting
0	say gov scott walker took away billion school handed billion tax break rich
1	federal government cut non military discretionary spending balance budget
1	galveston texas allowed people privatized part social security people building wealth
0	
1	spending increase tax cut major cause federal budget deficit
0	say rep rush holt frank alone bill pascrell willing jeopardize senior access coverage getting billion medical pay big government healthcare takeover
1	say keen requested military grade armored personnel truck citing annual pumpkin festival possible target terrorist
1	president barack obama legal authority strike syria without vote congress
1	importance judicial experience supreme court nominee
0	horse racing could boost georgia economy billion year create job
0	rus feingold voted law protected lake great lake senator vote
0	say new odd frank financial law requires percent payment buy house
0	perfect voting record organization like veteran foreign war american legion veteran service organization
0	barack obama consistently voted tougher penalty criminal
0	amount money hillary clinton would like spend refugee could rebuild every inner city america
1	history united state presidential nominee filibuster blocked president obama blocked president
1	say jeff stone scott walker
1	palin inherited city zero debt left indebtedness million
1	florida one three state require license commercial interior designer
0	hiring campaign manager got something fee hazardous material
0	pre hillary isi even map
1	
0	nobody talking medical fraud focused paying attention
0	
1	every week state lawmaker able cut timeline save georgia taxpayer approximately
1	grateful insurance company executive lobbyist bermuda gave mccain
1	percent fire arizona human caused
1	today percent florida owe home worth
1	say president obama visited el paso pronounced border mexico united state safer ever history
0	say texas gained doctor due tort reform
0	technically ted cruz even american
1	private sector job history buffalo exist buffalo today
0	
1	job created milwaukee job corp center
1	say university survey concluded massachusetts administration woman senior leadership position state america
1	ohio democratic party raised million since november election small percentage come organized labor
1	say careless attitude poor oversight texas department agriculture led death illness traced texas peanut plant
1	the economic three time ambig china
1	
1	say alex jones said victim sandy hook massacre child actor one actually killed
0	say youre wrong responding assertion stop risk ruled unconstitutional new york
0	majority revenue generated proposed kenosha casino would sent seminal tribe florida
1	
0	say gov rick scott cut government job created private sector florida
1	florida doesnt regulate assault weapon caliber rifle large capacity ammunition magazine doesnt require permit purchase gun doesnt require registration whatsoever
1	texas home million latina state never elected latina congress
0	study suggest college football playoff championship game bring full time job
0	say exactly say community right ban mosque
0	faced million campaign debt scott walker unloading campaign security cost onto back wisconsin taxpayer
0	
1	amassing military strength country fewer member al qaeda remain
1	even support colleague motion censure bush administration systemic repeated illegal wiretap
1	say romney said ask pakistan permission take shot obama bin laden
1	million texas live without affordable health care rick perry failed partner legislature find texas solution closing coverage gap
1	actually half million fewer government employee president barack obama took office
0	clean power plan something sen sanders said would delay implementing
1	say marco rubio worst voting record today
1	million dollar spent planned parenthood elect democrat house representative senate
1	biggest job surgeon general translate health care health care need plain english
0	say barack obama hypocrisy criticizing president george bush drone attack program using aggressively president
1	say measure one significant reason decrease violent crime
0	say kid stay home every day afraid go school bullying
0	reduced abortion increased adoption percent
1	wisconsin pay criminal defense lawyer represent incident per hour lowest country
1	house bill never public hearing
1	proposed transportation tax plan revoke tax credit consumer electric car state retains similar credit similar vehicle business
0	there plan senate democrat white house replace requester
1	say senate rival tommy thompson said want away medical
1	nation whole created job rate two time rate created job wisconsin gov walker
0	differed party business legislation consumer protection free trade agreement
0	highest general revenue state history next year conservative pro growth policy work state
1	comic strip say government study show head start little impact child supposed help
0	dan patrick voted funding test backlog rape kit allowing rapist walk free
1	majority candidate stage supported amnesty never supported amnesty
1	say pope francis took name saint basically reached muslim
1	claim plan set panel bureaucrat power kill senior citizen lie plain simple
0	one third gasoline purchased state people virginia
1	obamacare massive massive income redistribution billion year medical expansion subsidy structure thats basically paid people medical medical cut lot tax increase
1	federal tax code loophole giving incentive company shipping job overseas
1	republican georgia rep jack kingston hasn even nascar race
0	say kurt schrader support obamas requester wont cut million fund new video game
0	last year wisconsin ranked third midwest job growth
1	typical wisconsin worker make le year neighbor minnesota gov scott walker policy
1	fifa pressured brazil passing called budweiser bill allowing beer sale soccer stadium
0	noticia van de putt voted stop school removing teacher convicted felony
1	entirely democrat congressional delegation federal stimulus bill passed increase per capt stimulus dollar state receives per person
1	say state bill check spending ha milwaukee county board supervisor bringing line county board around state
0	recently rick scott closed woman health care center across state
1	income tax started percent governor byrne percent
0	say federal health care overhaul cost texas state government upwards billion next year
0	say president barack obama put stop sign oil drilling kind exploration offshore alaska
0	
1	passing federal firearm background check nice database typically take second
0	debt ceiling bill doesnt cut debt add trillion new debt next year
0	say hillary clinton champion loyalist trade agreement worst pushing disastrous page obamatrade trans pacific partnership agreement
1	say jeb bush flip flop flip ped immigration
0	galley said elected want cut wickets social security medical veteran benefit
1	say marco rubio opposes immigration reform worse rubio support donald trump plan would deport child destroying family
1	since incident documented suction entrapment swimming pool spa including death child
1	restore act started effort dedicate much bp fine money possible towards gulf coast restoration could steer money place like great lake west coast
1	country higher minimum wage united state hour include denmark australia germany france
1	joe morrissey delegate general assembly eight year law passed help black community education workforce
1	georgia lawmaker balanced budget without raising tax resident
0	defends vote push retirement age saying process would fully implemented around turn century
0	president obama want mandate circumcision
0	president given special waiver friend obamacare
0	say three five republican ben westbound rob partridge max williams lane shetterly lynn lundquist later became democrat
0	crime decline united state would fairly small crime decline new york city
1	proposed cut house farm bill mean million le people food stamp child receive school lunch breakfast
1	enacted senate immigration bill going make border patrol bigger fbi could put one agent every foot
0	rick scott doesnt tie lobbyist
0	first let get work day sold dozen doughnut
0	glen sturtevant smaller class size
0	congressional lawmaker earn salary life house minority leader nancy pesos would add dollar year life including free medical
1	president obamas proposal call serious cut long term carbon emission china india still allowed increase emission
0	never asked single remark pork barrel project state arizona
0	starting required pay tax value whatever health insurance given company
0	planned parenthood nothing referral service dont anything except profit killing baby selling body part aborted baby
0	say democratic recall opponent tom barrett campaigning lifting property tax limit
1	photo id required vote mail
1	lowest per capt spending state nation except south dakota
1	barack obama trial attorney acorn
1	ran incumbent president gerald ford know much money raised none
1	president obama worst rating president end first year
0	milwaukee county park capital budget thats bigger last year
0	say charlie crest want felon commit venous crime intentional permanent disfigurement child walk jail immediately get vote
0	job lost allen boyd voted health care bill
0	crime bill year low crime year low murder rate listen background check law year low death people gun violence
0	cut state spending real term first time year
0	every poll john corbyn always loses conservative voter heard
1	last decade funding health human service budget grown twice rate part budget think context important
1	wisconsin death domestic violence highest year
0	twitter google facebook burying fbi criminal investigation clinton dishonest medium
1	say plan formulated chair lynn peterson city clackamas county increase fee three year split project county city
1	state florida additional cost implementation common core standard
1	twenty five million people work stopped looking work
0	education week say obama made significant mark education elusive accountability staunch defender existing public school monopoly
1	say trump tie made china colorado trump suit mexico michigan trump furniture turkey ohio trump picture frame india wisconsin
0	were murder connection lax border security
1	huckabee granted pardon computation clemency previous three governor combined
1	proposed transportation bill could largest tax increase georgia history
1	internal revenue service spent star trek training video
1	congress nathan deal leader came protecting border
0	florida new fingerprint identification system improving rate solving cold case percent
0	stimulus bill failed get people back work
1	since top wealthiest family seen income go percent tax rate go percent
0	muslim tried use sharia law influence court decision new jersey oklahoma
1	
0	save billion simply giving money medical recipient dont exist procedure didnt happen
0	university wisconsin system much affordable campus america going forward cap tied inflation
0	gov rick perry used billion stimulus dollar school plug hole budget
1	
1	action im taking kind action taken every single republican president every single democratic president past half century
1	took u four year balance budget gave four surplus budget first time year paid billion national debt
1	say jon combine gave away percent raise year stood front step capitol public sector union rally said fight get great contract
1	were cut tax time look happened revenue theyre grown
1	many dont know bill young minority leader florida senate republican senator
0	say barack obama american president visited day monument normally day
0	say oregon one three state allow use illness inland water
0	obamacare biggest job killer country million american lost job forced part time work
0	say donald trump made lot money outsourcing job thanks bafta never ever raised voice congress considering
1	spent year devoted working behalf family tough time seeking american dream
0	
0	harp endorsing health care reform bill
0	say mitt romney investment created zero job
1	american hustleshows fbi making real life bribe washington politician know senator turned
0	step middle class tax cut national health care plan foreclosure prevention fund social security fix paid
0	barack obama hillary clinton negotiating united nation treaty ban use firearm
0	nearly six year delay approving keystone costing american job
0	say pads phones built united state america
0	dubious taxpayer funded stimulus project rhode island include provide digital television state inmate population
0	pentagon say could eliminate percent base
1	
0	history department university texas registered voter one republican
1	said republican made historic gain state legislature last month election
1	got highest vote count history republican party
1	metro atlanta spend hour every day five hour week commuting total hour year
1	cover florida thousand already enrolled climbing
1	cathedral christ king one archdiocese atlanta largest fastest growing parish
0	new jersey citizen working highest rate three year
0	money supply doubled last year
0	say oregon high minimum wage reason oregon restaurant employed average worker fewer employee state minimum wage began rising federal level
1	president united state agrees marriage man woman
1	debt ceiling deal result lowest level annual domestic spending since right eisenhower president
0	climatic research unit mail show science behind climate change pretty well debunked
1	president obamas suggested reduction spending next year
0	rick perry ended full day pre texas child
1	say pps employee paid pers contribution many year
1	every president since eisenhower taken executive action address immigration issue
0	say alex sink plan governor include billion new spending
0	child born prematurely according president word killed
1	seventy percent uninsured live household least one person working
0	recent data showed nevada rank th money received stimulus bill
1	want talk first bush first time american history president took u war cut tax
0	nearly half person go work today
0	ted cruz tried ban contraception five time
1	dont single stock bond saving account
1	forty percent undocumented worker country entered legally overstayed visa
1	half rural hospital operate red virginia operate loss
0	obama keep talking getting rid nuclear weapon he already significantly reduced capability
1	milwaukee seen pick violence since period calm get winter set
0	number people support obamacare like steadily dropping
1	region represent currently future automotive plant entire state california
0	obama wife wrote paper college said america nation founded crime hatred white america ineradicably racist
1	say congress member dont even floor debate vote
0	say gov rick scott lost florida job
0	say north carolina republican senate candidate thom willis support plan would end medical know
1	minimum wage would lift poverty
0	say freddie mac electric co ops credit union government sponsored enterprise
1	republican redistricting plan cut democrat nancy nusbaum state senate district half block
0	obama interviewed american reporter asia one asked asia one asked economy
1	strong majority american support keystone xl pipeline
0	majority wisconsinite opposed government takeover health care rus feingold voted anyway
1	lack automatic braking system could prevented philadelphia amtrak crash wasnt driven lack funding take congress passed recent past
0	obama chosen deny vicious anti semitic motivation attack kosher jewish grocery paris
1	percent drug user african american yet percent drug offender sentenced prison black
0	gas price never higher exon mobil profit never higher
1	producer oil world were surpassed saudi arabia
0	say mayor wilsonville drove time town replaced bloated transit system local bus line offer better service saved business million dollar
1	rhode island applied percent sale tax item exempt sale tax state would receive additional
0	vote tax increase member west miami city commission
0	going looking billion day going pouring foreign country order import make fuel going need take place could gotten gulf
0	birth control pioneer margaret singer believed people like eliminated
0	say trash mound foot tall
1	current procedure someone terror watch list try buy gun authority notified
0	one first state union pas voter id bill rhode island percent democratic legislature
0	past month president barack obama created private sector job reagan recovery
1	state highest gun ownership rate also highest suicide rate
1	remark never done one going one
1	likes obamas predicament saying reagan started unemployment exactly point two year term unemployment well percent come
0	say tom barrett voted ban different kind gun even lot common deer rifle
1	governor meeting isnt covered open meeting act
0	say popular vote deduce million people voted illegally
1	say proposed education spending highest state funding level florida history
0	mail quote lauren down column obama received suspicious contribution saudi arabia iran china
1	say percent marco rubio constituent support universal background check
1	say tommy thompson tax plan amount average tax cut almost top percent
0	say ronnie mack take two homestead exemption directly contrary florida constitution
1	nobody ever escaped one federal superman prison
0	say new workers would immediately benefitted president obamas executive action affirmed almost quarter million fellow new workers hurting right whose right opportunity taken away supreme court
0	bill reported committee set billion slash fund intended resolving failing firm available virtually purpose treasury secretary see fit
1	barack obama democrat proposed tax health insurance
0	priority three quarter american increase minimum wage create path citizenship illegal immigrant require background check gun buyer
1	state saw job creation last three year since ive governor saw whole eight year doyle time governor
1	one third bank teller public assistance
1	bill clinton peace dividend cut military percent
1	wiped billion deficit without raising tax
1	mr hurt would open darn medical doughnut hole
1	animal abuse often indicative trait future act violence human
0	say answer directly president theyre said repealing dont ask dont tell terrible idea
1	democratic woman congress new jersey almost four decade
1	obama administration increased deportation illegal immigrant convicted crime percent
1	six richest county united state surround washington
1	fbi reopened investigation hillary clinton discovered another email
1	halfway fiscal year washington run money
0	say shes tried jury case travis county court
1	kelly notte voted give big oil billion tax break
1	average age member house representative year old
0	say panasonic stayed new jersey business retention relocation assistance grant break program
1	time gas price increased share oil market controlled speculation doubled past year
1	federal employee collective bargaining benefit pay
1	african american dont use drug higher level white wind going prison six time
1	
0	obama went pakistan could traveling citizen
1	one rhode island child one rhode island eat one serving freshwater fish caught state month
1	interest debt going approach next couple year spend national defense budget
1	say president barack obamas proposed budget includes two new tax increase would collect billion
1	prosecution state sen valour cost le excluding prosecutor salary
1	say senate rival tommy baldwin want completely government controlled health care system go far beyond obamacare medical system
0	citizen vote day voter registration place people walk vote
1	rhode island continues highest rate substance abuse country
1	texas university commerce offer counseling safe space student afraid president elect trump
1	war afghanistan iraq cost every family
1	jerry brown gave california state employee collective bargaining power state employee retire much salary life
0	obama jumped shark ordered ocean closed
0	image chrisabele tv ad depicts wealthy citizen would benefit lake created controversial estabrook dam
1	say donald trump plan repeal estate tax would mean walmart walton family would get billion tax break
0	ed gillespie paid frontman coalition made individual mandate centerpiece health reform plan
1	nine coalition nation truly actively involved fighting islamic state
0	say hillary clinton presided billion lost state department sold uranium russian faux charity illegally deleted public record murdered ambassador
0	study show opened one reserve alaska five year gas price could gallon
1	oil company obtain acre public land le price big mac
1	asked year ago whether could see lifting cap payroll tax mccain said could today attacking holding position
0	say plan would narrow time early voting still one aggressive early voting time frame america
0	director fbi said can not properly vet people coming middle east
1	say father law former gov linwood bolton integrated virginia public school
0	say barack obama added trillion national debt
1	instead fighting isi saudi focused campaign oust iran backed south rebel yemen
0	
0	say california flag supposed appear bear
0	texas governor rick perry voter id law blatant effort defeat wendy davis disenfranchising ten thousand woman voter
1	number new business started per year dropped president term
1	million young adult gained insurance affordable care act staying family plan
1	governor massachusetts romney reduced unemployment percent
0	say rep paul ryan budget proposal would effectively double interest paid existing future student loan
0	president unilaterally authorizing military attack involve stopping actual imminent threat nation
0	
1	there least addicted gambler rhode island least could high
0	say rep stephen fischer break remark pledge
1	say female genital mutilation central african problem islamic problem bill mater suggested
1	new health care law american longer see coverage dropped capped illness strike
0	say tax revenue lower expected may thats basically clear indication governor counselor probably right still wood yet
0	congressional republican introduced dozen bill social issue topic zero job creation
1	million job risk potential defense cut
1	clinton foundation took step went beyond legal requirement indeed standard requirement followed every charitable organization
1	say hillary clinton wanted wall mexican border
1	obama closed offshore tax safe haven
0	health care mandate require imprisonment fine american cant afford purchase insurance pay hefty government penalty
1	foreign policy joe biden aid vietnam said fall shah step forward human right iran opposed reagan defense build voted first gulf war
0	say tax plan wouldnt leave federal government trillion hole
0	president come rule say new coal fired power plant
0	didnt borrow trillion every year fund government operation money would available entrepreneur business people put work creating job building expanding business
1	long term federal investment airport urgent recent survey top airport world single airport came top
0	actually started criticizing war iraq obama
1	health insurance plan member congress different federal employee united state government
1	since elected crime rate lowest decade
0	rep john barrow plan put irs charge health care
0	arizona four ballot issue tough illegal immigration forty seven percent hispanic arizona voted
1	every kill population replace usually multiply
1	number american killed terrorism last decade number american killed gun last decade
1	expressly pro law read wholly survey domestic email traffic united state
0	book sarah palin tried banned
1	say unemployment would percent people quit looking work included federal labor force calculation
1	say colorado congressional candidate morgan carroll voted allow welfare recipient use tax dollar atm strip club pot dispensary
1	georgia restrictive ballot access law country election mary independent television interview son false whether federal debt limit raised federal budget barack obama president illinois democrat interview george stephanopoulos son true george bush governor texas percentage uninsured went successor rick perry gone child health care new hampshire mitt romney former governor massachusetts republican republican debate hannover son false say book art deal selling business book time candidate biography job accomplishment donald trump president elect new york republican remark cnn son true democrat wanted president franklin roosevelt conservative history pundit abc news week george columnist maryland columnist roundtable discussion abc week son true say danny tarkanian want defend planned parenthood would outlaw woman right choose even case rape incest abortion jack rosen nevada democrat press release son false condemning violence police urging support police markedly absent president barack obamas public remark criminal justice william johnson organization interview fox news son true florida lead nation elected official charged crime
0	say donald trump make america great cap made china
1	sherdog brown voted barack obama percent time
0	say sydney blumenthal wrote bengali attack almost certainly preventable clinton charge state department failed protect personnel american consulate libya
1	gun marketplace facebook mean anyone broker deal gun online meet seller parking lot somewhere walk away weapon
0	saw father march martin luther king
1	last four year percent black wealth disappeared
1	community tampa bay one threatened sea level rise world
1	debt doubled bush tripping barack obamas watch
1	since florida passed stand ground law death due self defense jumped percent
1	washington can not hide fact congress hired national debt ceiling trillion can not hide fact budget theyre going forward trillion debt next five year
1	republican house candidatemarilinda garcia even opposes closing loophole allows dangerous criminal get gun without background check
0	
0	polling show unlike donald trump nominee beat hillary clinton
1	say american invented pong space invaded iphone
0	rus feingold got memo outlined veteran harm wisconsin va facility nothing done
0	say saving ratepayer million year
0	say recall organizer started website last november began work effort even took office
1	
1	since salary state lawmaker raised purchasing power reduced
1	distracted driving texting behind wheel behind rise traffic death georgia roadway year
1	say recent year homeowner across ohio signed mineral right agreement understand billion dollar worth lease signed date
1	saysbernie sanders voted call charleston loophole
0	dont chess grandmaster united state
1	obama plan health care reform end expr pocket expense deductible co pay
1	cause childhood death preventable accident
1	jeff waters bank weak month ago shut fdfc
0	long served first time every single solitary decision required senator
1	state texas even use verify system determine someone legally country apply job
1	job created austin pay family living wage
1	say texas general land office earned school child texas wind lease produced watt energy
1	
1	state support local school per pupil decreased least percent past decade
1	correct administration budget finished black
1	say hillary clinton promised running senate year ago job upstate new york didnt come lost many job
1	couple hundred american city infested member mexican cartel
0	barack obama health care plan mandate health care coverage universal government run program
1	hollywood board homicide thanks chief fernandez
0	percent murder texas linked illegal alien
1	paul ryan cut embassy security budget million asked
0	among syrian refugee migrant coming europe look like woman child
1	pond scheme scott rothstein gave hundred thousand campaign cash control crisis appointment key state judge
0	senator robert hurt voted bill thats raised electric rate seven time
0	since attack rail target four thousand people died thousand injury
1	say donald trump said woman punished exercising right choose
1	senator chris odd chairman senate banking committee placed amendment stimulus bill allowed bank bailed taxpayer money including big hand huge bonus
0	say legislative debate airport pat procedure initiated federal change security procedure
0	say hillary clinton aide human begin tie muslim brotherhood
1	decorated marine two tour iraq war vet
0	make year really take home
1	say donald trump said encourage japan get nuclear weapon
0	highest rate childhood poverty major country earth
0	poverty campaign unlike cicilline campaign funded mostly individual donor big pac cicilline relies
1	since parole abolition virginia crime rate fallen third lowest country recidivism rate percent thats second lowest country
0	casting vote republican brian keep voting democrat message machine voting record doug macginnitie sandy spring city councilman georgia republican campaign commercial son true want give every american refundable tax credit
1	say hillary clinton plan massively increase admission middle east refugee including percent increase syrian refugee coming country
1	look job lost private sector opposed job gain public sector whack government growing private economy shrinking
0	president vice president cant state
0	actual city like birmingham england totally muslim non muslim simply dont go
1	say year ago placed texas voting right act failing print ballot spanish
0	campaigned proposal budget repair bill wisconsin throughout election anybody say shocked asleep past two year
1	mayor providence one five renaissance city america according usa today day money magazine said fifth best city live america addition city almanac said believe safest city america
0	took every penny percent including dog wouldnt even begin balance budget
1	obama administration went court keep one five jail guantanamo three year ago huge risk
1	say israel profile based ethnicity successfully
0	statistic show texas woman per week major complication woman per week seek help er abortion
0	new health care law real estate transaction subject sale tax
1	say wherein williams making lead paint poisoning people around world
1	governor announced job budget folk department taxation let go next day
0	use tax increment financing funding thats going take fund general fund pinellas county take fund general fund city st pete
0	illegal counterfeiting piracy cost economy billion every year
1	criminal learned spy american hacking home computer looking video camera attached screen
0	say texas public school funding grew three time rate enrollment
1	say indiana gov mike penny denies there thing evolution
1	insurance company seen profit soar percent since
1	since stimulus package passed ohio lost job
0	jim doyle governor mary burke commerce secretary wisconsin saw billion middle class tax hike nursing home bed gas phone garbage
1	barry smitherman doesnt enough legal experience apply job attorney general office
0	say rus feingold got paid lecture stanford university
1	say ronnie mack wrote letter department transportation order get million stimulus congressional district
1	say texas rank first among state amount carbon dioxide emitted toxic chemical released water
0	first round stimulus created zero job
0	senate finance committee approved reform proposal democratic republican support
0	say apple tim cook business indiana
0	lindsay parkhurst want take away program like social security medical senior earned throughout lifetime
1	eliminating public intervene office first one fire kathleen falk
1	say rick sanatorium voted let convicted felon vote
1	cost family individual market type coverage currently receiving would go percent percent
0	say voted wall street bailout
0	senior enrolled medical advantage going see average premium increase per month
1	say republican want cut education percent
1	say bill requiring ultrasound abortion supported republican democrat
1	percent american people havent gotten pay raise since crash
0	
1	since every continent seen substantial gain individual income growing third every region developing world
1	colorado saw increased incident emergency room visit young people increased incident driving influence marijuana following legalization recreational pot
1	opposing legislation would take away existing health care plan
0	gdp zero essentially last two quarter
0	say quote top redesigned website department justice come socialist wanted impose global common law
1	sign extraordinary progress half many primary age child school today year ago
1	hillary stood universal health care almost one else would kept standing till million kid coverage
1	say job gain mansion state since mr christie took office tagged gain nation whole new york connecticut obvious point comparison
0	congressman langevin took office gas around per gallon near per gallon
1	planned parenthood organization funnel million dollar political contribution pro abortion candidate
1	people watched morning joe cnn hln year row
0	obama administration white house council economic adviser estimated million american lose job health care bill pass
0	say wisconsin state sen randy hopper fond du lac already recalled
0	georgia lawmaker considering passing extreme gun bill america
1	congress right best job ever done woman federal legislature still percent
1	state employee receive pay raise
0	simple review bathroom health code record reveal restaurant already long standing problem rodent infestation
0	say billion spending cut federal budget compromise le billion real cut
1	eighty five percent government running right percent government spending shut
0	epa tried define paddle drainage ditch farm navigable water thus subject massive environmental regulation
1	say public education get money though lawmaker cut billion overall spending
1	
1	there three country entire world wheretheres paid vacation law happen one
1	organized crime syndicate exporting money tom galleys business threatening family fought back fbi highest civilian award
1	attack planned parenthood come time poverty rate among woman highest nearly two decade woman dont access health care
0	candidate ran either primary said raise tax middle class
1	releasing basic tax information former congressman nathan deal hiding he disclosed business dealing state
1	time barack obama said authority implement type anti deportation measure day signed law said quote changed law
0	clause hidden obamacare bill law give obama right form private army
1	since georgia public school lost nearly classroom teacher number student gone
0	republican never done anything really balance budget
0	
0	romney signed government mandated health care taxpayer funded abortion
1	
0	obama administration even proposed banning farm kid basic core
0	say senate candidate tommy thompson support plan privatizing social security
1	year percent average tuition increase two year tuition freeze first time history uw system
0	make mistake sherdog brown one main politician responsible ohio job moving china
0	iranian continue view every objective observer continue pursue acquisition nuclear weapon
1	
1	ohio republican made significant gain chris mcnultys time or including extremely successful election president bush ohio
1	say federal government tell health insurance company much money theyre allowed keep receive revenue percent
0	say percent marriage wind divorce
1	since higher education state cut allowed erode percent
1	say hillary clinton helped get done childrens health insurance program
0	rus feingold worked anywhere outside politics
1	taken time complete towpath trail build ohio erie canal
0	number vaccine administered child increased united state autism rate
0	scott walker even removed job promise website
0	obama administration want soldier officer pledge loyalty oath directly office president longer constitution
0	texas defended planned parenthood unintended pregnancy abortion rate dropped
0	one five called syrian refugee went europe actually syrian
1	say rep marine water calf need vote win election congress compared vote king need water higher immigrant population
0	new york time retract story hillary clinton email handling broken certain law
0	say judge gonzalez buried member club society strongly pro mexican
1	
1	
1	economy much stronger barack obama joe biden took office nearly million new private sector job
0	
1	senator clinton tried spend million bloodstock concert museum
0	obama ad contends john mccain endorses rush limbaugh comment immigration
0	
1	
1	democrat health care bill give new health choice commissioner right look individual tax return determine medical benefit subsidy person qualifies
1	say restoring georgia pre day program real result leadership
0	say hillary clinton health care plan broader provision favor corporate right back providing contraceptive coverage one created hobby lobby supreme court decision
0	
1	wisconsin non discrimination law doesnt protect member trans gender community
1	maggie hassan voted legislation prevent sanctuary city new hampshire
1	mayor barrett led effort redevelop menomonee valley support nearly job wisconsin
1	farm bill farm bill percent food stamp
1	say state texas permit juror ask question witness trial
1	president obama actually increasing bush era defense spending billion new fiscal year
1	say percent mexico border control
1	protest wisconsin proposed collective bargaining change phony sick note passed excuse striking union member
0	since rep john boccieris election ohio lost job district unemployment doubled
1	sponsored amendment expanded hour early voting people irregular work schedule could vote
1	end first term president obama added much debt prior president combined
0	obama plan tax increase everyone earning year
1	half kid coming college year cant find job job thats consistent college degree
1	charlie crest raised tax wont rule raising tax
0	panda loan industry exist state like minnesota
0	here simple undeniable fact overwhelming majority violent criminal democrat
1	say rep charlie bass nh voted raise pay eight time
0	say bruce springsteen ticket sold greensboro show canceled didnt get ticket sale wanted
0	january outlined plan help revive altering economy formed basis bipartisan stimulus package passed congress
1	state legislature attempted outlaw stem cell research pass bill microchip brain talk seeding union
0	thetwo saysthe cost health care reform rise trillion increasing price far greater billion originallyprojected
1	hillary clinton health care plan cover every american
0	say national heath care reform government takeover health care
1	year broadcast never endorsed candidate
0	
1	new york chance getting murdered honduras
