label	content
1	constitutional issue affect paycheck member congress shutdown
1	say obama flip flipped public campaign financing
0	back door gun control full effect united state due obamas environmental protection agency
1	obama administration originally wanted troop remain iraq combat troop military adviser special operation force watch counterterrorism effort
0	ronald reagan signature amnesty act gave barack obama million additional hispanic vote
0	nevada lawmaker permanently cut tax percent nevada business
0	say donald trump said government going pay everybody health care
0	say state people welfare employed
0	say former federal reserve chairman alan greenspan said worker insecure thats healthy society they serve master gladly passively
0	obama admin gutted budget provide trigger lock safety kit
0	say ohio rep maria judge march capture dennis kucinich socialist openly serving congress
1	florida proposed amendment medical marijuana would allow people alleged minor ailment muscle spam neck pain back pain even menstrual camp qualify government sanctioned pot smoking
0	doctor say ebola transmitted air sleeve cough
1	bishop united state believe came affordable comprehensive universal health care
0	
0	say supreme court nominee derrick garlandvoted folk know washington keep gun away private citizen
0	forty year ago hardly anybody country health insurance
1	supreme court time last year said marriage fundamental right never said man woman
1	say alex sink supported tax water tv
0	every kentuckian enrolled obamacare dropped coverage
0	say money budget give tax break everyone including people making million
1	say dan patrick called immigration texas invasion said immigrant coming texas bring third world disease
1	average time someone used hold share stock back eight year average time four month
1	since ohio victor presidency time
1	obamacare member congress required purchase health insurance new exchange
0	human trafficking victim located texas
1	fat cat bureaucrat department education getting paid average salary year teacher georgia getting paid half
1	say donald trump spent least amount money competitive primary contender beat badly
0	say plan raise car registration would still leave virginia fee thats equal lower state
0	pay back everything owes would sell share share highest value general motor share ever whatever dollar
1	there congressman senator convicted felony still get retirement even jail dont wait theyre
1	poll show american overwhelmingly opposed obamacare especially individual mandate
1	house delegate budget bill cut million education
0	texas teach creationism evolution public school
0	telecom bill could keep state corporation commission getting rate return information electric utility
1	mccain lobbied million pork project honoring conservative justice
0	rep scott nigel want gun owner federal registration system
0	say pension contribution gov chris christie would represent percent total contribution made year thats right year total state contribution billion
1	water quality ocean perfect tested every ocean shore new jersey
0	balanced budget four straight year paid billion debt
0	opponent sam opens thank arizona immigration ruling since team got clinton elected
0	majority american since harry human day support single payer health insurance full medical
0	bengali probe longest running congressional investigation ever
0	measure repeal state prevailing wage law would make easier state contractor hire illegal worker wisconsin construction job illegal worker loophole state budget
1	almost arrest city last year panhandling related offense involved suspect indication people panhandling
1	united state government constitution say people put death
1	democratic governor association obama political machine come republican primary try rig election spending million last couple day
0	stimulus money funded government board made recommendation would cost job billion sale
0	last year one piece legislation sponsored passed john duncan jr
1	city county georgia dont website elected official dont email address
0	united state student achieving number developing country come science math
0	say mitt romney backed bill outlaw abortion even case rape incest
1	say north carolina home largest military installation world
0	last three year alone time supreme court unanimously including president liberal pick struck president executive order
1	libya america spent billion total didnt lose single life
0	percent time smart gun wont work
1	look income average american theyre absolutely flat constant dollar since
1	rhode island parole board never received objection attorney general parole convicted murder alfred brissette
1	guantanamo never key component isi al qaeda propaganda
0	rep adam dunam silent rush limbaugh called sonia sotomayor racist
0	george allen flat tax plan would actually shrink revenue thanthe perry flat tax plan
1	right texas doesnt income tax oklahoma lowering income tax rate guess reverence tax sky high
1	sarah palin year elected office experience
1	marco rubio absentee record united state senate
1	count united state airstrikes isi percent combat mission return base without fired weapon
1	rate people working wisconsin almost five point higher nationally
0	african american vote percentage population mississippi suddenly democratic state
0	say ann muster said debate america debt limit important issue day
1	isissends social medium message day
0	unemployment housing auto industry crisis fixed giving million dollar every worker age retire
0	federal government right deport criminal
1	emergency room account percent health care spending
1	say hillary clinton said work related email sent back state department fbi director said thats true
1	say mitt romney said line nra
1	mitt romney gave money democrat congress
0	harry reid plan basically giving president blank check
0	home owner suicide attributed foreclosure
0	obama gave almost million dollar kenya opposition campaign happened cousin rail doing
0	say saw videotape people taking money plane pay ransom iran hostage
1	say case wolf killing people rocky mountain state
0	sixty one percent bridge trouble
1	oil company showed regulator mineral management service gift favor essentially allowed conduct safety inspection write regulation
1	there pretty much question curfew ordinance arent effective either reducing crime preventing harm young people
0	jeff merely deciding vote obamacare oregon mitigated disaster
1	nathan deal saved hope scholarship program
1	percent increase domestic production would increase world supply le percent almost nothing dependence foreign oil would also virtually effect price gas pump
0	every time price gasoline rise cent billion dollarsout economy go saudi arabia
1	today united state sadly one lowest voter turnout major country earth
1	recent global warming summit copenhagen nancy pesos others stayed five star hotel trip costing nearly per person
1	rubio admitted would accepted stimulus money
0	say donald trump hasn broken promise release tax return
1	cut tax percent working family
0	united state record number abortion year year year
1	drone technology allows individual recorded home drone small bird immediately uploaded internet
0	say first word spoken moon houston
1	ive cut tax middle class family small business
1	gun epidemic leading cause death young african american men next nine cause put together
1	mortgage fraud percent last five year
1	bill clinton invited rev wright white house personal crisis
1	say button county government hasn raised village rate since
1	obamacare premium doubled tripled wisconsin
1	seen hate crime skyrocket wake immigration debate
0	denies said obama campaign played race card
1	thats every child owes today washington politician run huge spending tab left kid bill
0	secretary state hillary clinton foundered money bill clinton laureate education bill clinton honorary chairman group
1	black unemployment rate increased since recovery begun
1	convention center sold building would never cost taxpayer dime
1	say nsa data collection every member party served intelligence committee voted favor
1	say medium distortedwhat happened baby rally
1	say percent portland elementary school art instruction compared percent nationally
0	hurricane katrina dallas san antonio took refugee bill white brought put buddy empty apartment building let federal government pay rent two year return new orleans welfare
0	say salary benefit wisconsin state employee comprised percent state budget
0	mary burke wasted million dollar vacant lot move could cost taxpayer nearly million
1	american oil production highest level since
1	say david bitter answered prostitute call minute skipped vote honoring soldier gave life defense freedom
1	florida proposed medical marijuana amendment would make florida one lenient medical marijuana state allowing use limitless condition specified physician
1	say union call obamacare bad worker
1	president obama budget request veteran score double amount constant dollar appropriated veteran population larger third
0	seventy percent people state new jersey want marriage equality
1	say gop senate nominee carry glenn said want see ted cruz appointed supreme court
1	people actually broken transcript oral argument antonio scale told joke got laugh justice
1	according pew research percent people afghanistan support oppressive sharia law
0	ive cop lake county michigan since whereabouts conduct federal raid dea atf marshal fbi texas ranger
0	bill also provides full federal funding abortion
1	spend health care country ranked th life expectancy rd child mortality
1	thanks one week largest gop facebook page governor race
1	say ohio one state estate tax lowest threshold nation
1	state ethic commission took absolutely percent cut state agency somewhere percent range governor office
1	believe tax carbon deal aggressively climate change hillary clinton position
1	rep paul ryan budget proposal cut nothing medical social security defense next two three year three year cut one dime debt
0	say hillaryclintons immigration platform would create totally open border
0	wisconsin broke state government billion debt
1	today russia hold many precious national security satellite risk ever get ground
0	religious group like knight columbus forced allow sex marriage ceremony facility belief
0	senate voted week allow illegal alien access social security benefit
1	iraq civilian death incident bombing etc remain low relative going last year
1	like marco rubio sen barack obama one worst attendance record senate
1	lake erie support nearly percent ohio job generates million state local tax
0	jay beyonce attempt buy right confederate flag prevent use
0	say texas rep eddie bernie johnson shell jackson lee among open socialist congress
0	state legislator quietly shifted billion education road building
0	average rate fraud earned income tax credit medical medical food stamp program percent
1	lowered tax last two year
1	san antonio largest city united state ever african american woman mayor
1	travis county surrounded red county
0	say national health care law put federal bureaucrat american citizen doctor
1	nancy nusbaum brown county executive spending went nearly percent
1	say co owner cello group medium
0	report million vote presidential election cast illegal alien
0	irs going charge huge national database health care include american personal intimate close vest secret
0	story woman saying grouped forced largely debunked
1	say donald trump belief state actually right lower minimum wage
1	young people killed gunfire victim homicide elementary school age child
1	tuition virginia college doubled percent last year
0	decision cancel trademark washington redskins patent trademark office barack obama
0	obamacare one big fat va system
1	providence teacher go five six year without evaluation
0	iran nuclear deal give billion get nothing
1	say kid ate pack sugar
0	dont believe phony number hear percent unemployment number probably high fact even heard recently percent
0	
1	young veteran higher unemployment rate people didnt serve
1	say iowa senate candidate join ernst promise shut department education abolish epa
1	say scott walker cut back early voting signed legislation would make harder college student vote
0	never asked received single remark pork barrel project state
0	say hillary clinton want bring thousand refugee america around world without kind security screening
1	georgia senate ethic resolution doesnt define cap
1	georgia resident file insurance claim lightning strike country
1	legal immigration system america accepts million people year legally country world even come close
1	say oregon today average debt upon college graduation
1	ohio losing family farm year pay inheritance tax
1	nearly one five woman america victim rape attempted rape
0	recently opportunity vote give president limited authority begin strike terrorist iraq syria
1	investigated abramoff people ended jail
1	say new jersey devil managing partner jeff vanderbeek froze monies toughest year refused give charitable dollar required give contract
1	alone new jerseys killed gun violence
0	ben franklin equipped two thing life certain death tax think even didnt envision tax man would visit day death
1	go look west point website you see specific word full scholarship west point even though know given grant anybody get word used
0	federal government renewing medical payment wisconsin caused million extra cost state budget
1	twice many gun shop mcdonalds united state
1	ship specialized medicine going go family make year poor child
1	since suspected terrorist legally purchased weapon united state
1	keep minimum wage current level single parent family earning minimum wage full time job live poverty new jersey
0	president first major foreign policy speech cairo apologize country
1	two third economy consumer economy
0	milwaukee buck actually younger marquee team
0	say ronnie mack failed pay child support
1	remember property tax went percent year became governor
1	nato provided enough troop afghanistan still angry u going iraq
1	say unemployment insurance trust fund broke billion dollar debt federal government
0	course large scale voter fraud happening election day
0	paul ryan one six house republican voted teddy kennedy bill force christian employer hire lgbt employee
1	forty percent gross domestic product state local federal money
0	say republican state leader using soviet style budget management
0	vast majority money got small donor across country campaign finance barack obama president illinois democrat interview cnbc john hardwood son true democrat controlled senate hasn passed budget day deficit federal budget job accomplishment john bother speaker house representative ohio republican video address son half true median income america dropped percent last four year economy income job mitt romney former governor massachusetts republican speech son barely true say senate hopeful tommy baldwin voted trillion stimulus bill included wasteful replace light bulb energy federal budget stimulus crossroads gps conservative advocacy group republican television ad son true say clinton read national intelligence estimate voting iraq war iraq barack obama president illinois democrat speech westerville ohio son barely true thanks act collective bargaining law took effect four year ago act score wisconsin second best country state half kid take exam education government regulation job accomplishment labor union scott walker milwaukee county executive wisconsin republican speech son mostly true income gdp per capt almost percent higher average european economy mitt romney former governor massachusetts republican editorial board meeting iowa newspaper son half true say rick scott cut medical people cant get obamacare health care medical rick scott starbucks decker activist stay home mom florida activist confrontation rick scott starbucks son half true stimulus bill includes billion high speed rail project magnetic invitation line la vega disneyland
1	say ive authored first bipartisan tax reform bill quarter century
1	many state federal agency navigator involved helping folk maneuver often complex process associated filing benefit claim example even buying health insurance
0	saysjosh models campaign fbi investigation
1	sharon angle voted protect sex offender
0	
0	say there much evidence suggest people contributed global warming much change anything
1	poll found young adult use smartphones sex
0	obama said would stand muslim political wind shift ugly direction
1	gap rich everyone else america wider today time since
0	nearly new job created last year due new well right ohio
1	tell president barack obama also asked former president george bush felt american hating
0	say worked mayor commissioner help save school year budget crisis salem threatened cut four week school year including negotiating teacher work free
0	year florida becomes majority minority state
0	say greg abbott converted million federal grant money intended use prosecute online sexual predator cyber crime instead used harass prosecute senior citizen assisting senior citizen applying mail ballot
1	richard portrays nomination head consumer financial protection bureau mark first time senate history political party blocked nomination someone didnt like construction agency
1	chris christie led new jersey record breaking credit downgraded
1	one taken custody feeding homeless
0	newt gingrich co sponsored bill nancy pesos would given million year program supporting china brutal one child policy
0	
0	west raised million would leave beach ruin end social security medical give corporation free reign
1	look three people debate stage united state senate three combined two bill became law theyre sponsored
1	poll show majority catholic favor marriage equality
1	salary virginia teacher national average
0	say million dollar tax break paid busting union cutting badgercare raising tax poor middle class thanks elizabeth songs help
1	unemployment rate remained percent consecutive month longest stretch since great depression
1	thirty one percent school district still receiving le funding per pupil prior dramatic budget cut
0	fewer percent house anyone would classify wealthy
1	say rick sanatorium supported aren spectre conservative candidate twice
0	member congress specifically exempted many law passed exempt fear prosecution sexual harassment healthcare reform
1	ten year ago austin water utility used total million gallon every summer since peak day water use lower
1	one generation ago led world college graduation th today
1	labor force participation rate share potential workforce actually working looking work currently stand lowest level since
1	many type fish shellfish water across state labeled unsafe eat
0	incandescent light bulb effect whatever planet
1	ten time republican candidate president enough delegate claim nomination party convention seven time somebody leader delegate selected nominee party
0	president plan even end withdrawal timeline reached leave place troop
1	say texas regulate appearance kind imitation firearm sold texas
1	one minimum wage worker live texas
1	large tonnes anderson voted let violent criminal jail early
0	donald trump appealing much democrat republican
1	ninety five percent oregonian health insurance coverage ten thousand first time
1	former business partner robert gay say man helped save daughter mitt romney
1	among developed nation least economically socially mobile country world
0	bill nelson voted ban million commonly owned firearm included many popular hunting target rifle
1	say book rick perry said social security unconstitutional
0	life lost war drug cartel lvarez alone block united state america lost war afghanistan
0	marco rubio think government health care business
1	swaziland highest rate hiv infection world
1	gov bob mcdonnell launched raid public education pay road
1	civil war ohio served union army per capt state
1	national debt gone inner math match
1	ninety six percent last session rep henry cellar voted nancy pesos
0	
1	say city portland one manager every six front line worker
1	georgia rank th woman serving elected state federal office
1	
1	study consistently failed establish existence link harness country drug law level drug use
0	say president barack obama neversaid boot ground syria
0	wisconsin supreme court justice deciding fewer opinion civil criminal case used
0	president obamas health care law say sell house pay percent tax
1	six justice supreme court confirmed presidential election year since
1	sen obama never taken party leader single major issue
0	say president obamas grandmother kenya said born kenya witnessed birth
0	people working state new jersey today were ever history
1	first time ever voted democrat florida voted four time life asking florida come vote
0	
1	served city commissioner made great stride successfully fought adding woman people color fire bureau
1	percent scientific community believe human contributing climate change
0	nevada still state percent white voter
1	lost job period last year michigan california done worse
1	percent graduation rate high school spending per student country world liechtenstein think luxembourg couple small country
1	health care bill subsidized family four make year
0	say estimate texas face billion budget gap number somebody reached air grabbed
1	private question year form asks individual race question asked every census since census conducted president george washington
0	
1	mccain called le regulation time year
1	tax rate lower ronald reagan theyre much lower right eisenhower
0	thirty seven percent central fall retired police officer firefighter disability pension municipality percent retired collect disability pension
1	percent voted early last sunday election day african american percent hispanic
1	new provision obamacare charge irs implementing according government accountability office
1	brewpub cant sell browser beer customer
1	know block island wind farm would mean est drop bi electric rate
1	weapon firearm country thats almost big population
1	five taliban detainee released guantanamo exchange captured army sgt bowl bergdahl hardest hard core highest high risk people
1	say woman need monogram eighth th week pregnancy get transvaginal monogram
0	there still billion billion stimulus plan spent dont stop
1	topfive city staged automobile accident three florida rank country staged auto accident
1	pink pony club deal county never cited violation ordinance state law
1	since gwinnett county population grown percent county government staff increased percent
1	harry reid nuclear option mitch mcconnell president obama
0	north korea telling people men national team world cup final
1	say david jolly refused cut spending national greenhouse
1	walton family walmart one family owns wealth bottom percent american people
0	say rand paul think drug dealing theft burglary prostitution decriminalized
0	sarah palin government barack obama community organizer
0	say tax reform plan repressive
0	new iran deal china russia never voted u sanction iran past
0	insurer delayed illinois man treatment died
1	say hillary clinton supported north american free trade agreement supported china entrance world trade organization supported job killing trade deal south korea supported trans pacific partnership
1	say ohio turnpike worker getting paid year collect toll machine might collect
1	audit show million people active social security number year age older
0	administration slashing navy pay obamacare
1	say president barack obama utter word radical islamic terrorism matter policy nobody administration say word radical islamic terrorism
1	percent minimum wage earned woman
0	obama plan health care country eventually going run government
1	say obama called medical broken four year ago
1	agreement cuban government commitment made allowing establishment political party even begin semblance transition democracy
0	ryan sitting company accepted obama stimulus dollar
1	creating job umatilla county impact job metro region
0	thing megan kelly said didnt say
1	say amendment specifying military member may use deadly force nothing change existing rule engagement american service member
1	
0	monica web jason conger causing devastating consequence nearly oregonian looking work
0	led military alliance ejected adam hussain force kuwait kuwait never paid u
0	fix road without raising tax
0	say michelle obama waved red communist flag trip china
1	percent catholic agree vatican position abortion illegal
0	obama afforded home without rez help
1	obama skip condemning left wing attack gen perseus despite casting important vote earlier later day
0	clinton charge secret service monthly rent use secret service residence rent equal mortgage payment
0	say appointed board created obamacare ability come doctor determining best treatment option
0	david cicilline th liberal person house representative
1	say senate democrat gone without budget day
1	first time eight year budget also increase funding person disability million help disabled people receive community based service
1	majority american people voted democratic house
1	highest corporate tax rate world percent
1	say donald trump forced file bankruptcy twice four time
1	say first month president united state doubled world leading million year commitment fighting global aid
1	passed stand ground law said ported horrific event people life put situation
1	federal government made investment science technology inventing product led creation google
1	were seen anti woman choice bill introduced first half session were seen last three general assembly
1	already calendar year since january people come across border apprehended unauthorized
1	jim renacci tried avoid paying tax nearly million made
1	barack obama accepted executive employee oil company
0	interview chicago tribuneseditorial board comptroller leslie hunger say order balance budget state would cut social service completely
0	iowa good reason constitutional reason reason related lord first caucus primary
1	unemployment rate among black texas far double white unemployment wage fallen black worker texas since
0	say rep tommy baldwin backing president barack obamas plan pas trillion tax increase
1	past decade big five oil company bp chevron conocophillips exxonmobil shell made total profit nearly trillion
1	net immigration mexico last year zero fact check
1	republican plan tax cut give millionaire top percent income country year tax cut
0	proposed revenue smart cap give florida voice requiring percent vote citizen order impose new tax fee license fine charge assessment
1	fourteen million american mortgage greater value home
1	were created job state combined
0	united nation working group adopted proposed agenda enable member nation disarm civilian within border
0	million illegal vote kiss second amendment goodbye
0	planned parenthood found also illegally sell baby part
1	
1	say jim fish wanted tax u tax accountant
1	republican last controlled presidency congress number people food stamp number people low income housing went roof
0	perry pushed law let insurance company raise homeowner rate without justify increase
1	jason carter backed three nathan deal budget accuses governor underfunding education
1	
0	projected revenue mayweather pacquiao fight larger annual gdp different country
0	say sixty two percent small business last five year went couldnt pay health care bill
1	since welfare reform signed law number family living extreme poverty doubled
0	
0	
0	ann muster support government takeover healthcare jobs medical billion
1	opportunity scholarship act would funded directly public school budget would absolutely take money public school system transfer private religious school
0	couple debate ago donald trump said dont support specialized health care youre harmless
0	four five state number insurance option narrowed affordable care act
1	requester wont consider whether cutting bloated program outlived usefulness vital service american depend every single day doesnt make distinction
0	final election number trump popular vote
0	say campaign contribution rival state house seat money intended schoolchildren
1	say referendum woman right vote went new jersey took legislature pas
0	say house candidate carlos curbelo supported ending medical guarantee
0	obama administration successful rushing massive spending bill congress two day sat president desk three day away vacation
0	barack obama directed project vote arm acorn also encouraged voter registration
1	last seven year tenure texas created million new job matter fact without texas america would lost job
0	report u general accountability office gao found disposal katrina waste ashbritt south resulted creation contaminated site along gulf coast two new superfund site new orleans
1	fleeing syria million child refugee
1	say federal spending increased percent past three year
1	government shuts military personnel continue serve accrued pay actually paid appropriation available
1	rand paul speech attack totally ripped wikipedia
1	astronaut moon farmer paid inheritance tax
1	say hillary clinton wonhealth care million child
0	say abortion common surgery country
1	income disparity united state worst since
1	university texas starting first medical school major tier one university last year
0	none poll conducted right u top line none always trump clinton second question third question included top line johnson trump clinton wed percent
1	percent american family make year
0	sen barbara boxer passed three bill year law
1	state employee havent received raise five six year
1	say eight country lead united state percentage college graduate
1	georgia one five state brewery cant sell pint beer drink premise sell six pack go
0	president barack obama million fewer american working today four year ago
1	republican recession happen four time frequently democrat
0	hedge fund manager others private equity pay much lower tax rate income truck driver teacher nurse
0	still gotten terrible road tuesday
1	four maybe five latino served austin city council
0	person field amnesty every person field want allow people illegally able stay one form another
1	say action wisconsin property tax today lower four year ago
1	democratic candidate jeff greene ran congress california republican
0	say gov rick scott approval rating
1	say obama administration delay health care law employer mandate affect percent american workforce
0	
1	say jeb bush oversaw average state tuition increase percent tenure
1	entire state florida led nation last year prison inmate committing tax fraud
1	mike penny voted expanding childrens health insurance program hillary helped start
1	state employee could pay twice much toward health care premium would still half national average
0	mickey mouse registered vote florida
0	people get pat go airport security
1	giving fact job created since know many direct job auto industry
1	
1	town cumberland highest bond rating history
1	seen life factory floor working graveyard shift ankle deep water murray ohio bicycle plant running machine loud hear yell wanted
0	
1	printed bill entirety trillion national debt resulting pile money would weigh aircraft carrier
1	eighty county ohio auto manufacturing facility
0	scott walker wisconsin middle class shrinking faster rate state country
1	one five woman military receiving unwanted sexual contact percent men
1	virginia spends le per student today
0	economic impact atlanta super bowl million
1	people hunt fish texas given year attend game dallas cowboy dallas maverick houston texas houston rocket combined
0	one inaccuracy raised tax multiple time run budget absolutely true one tax increase since ive office quarter mill tax unincorporated area
0	profit automated traffic enforcement camera going private corporation city state
1	unemployment rate lower financial crisis
1	highest corporate income tax world right
1	used tax cut help create job new mexico
1	time last year state unemployment rate exceeded average mary burke commerce secretary
0	
1	today ahmadinejad made light said even sure happened people actually died
0	attorney wound putting percent state legislature jail seven year
1	sixty percent american support legalizing marijuana
1	since elected scott walker given back salary county
1	florida second highest foreclosure rate nation
1	religious liberty bill proposed georgia house representative specifically exclude corporation mean legally claim religious exemption
1	say saudi arabia ally paid export throughout world wahhabism extreme form islam basically teach american devil
1	bill clinton presided biggest expansion american economy since world war ii
0	david dewhurst never cut one penny state budget
0	wisconsin gov scott walker move limit collective bargaining right led riot capitol like cairo moved madison day
1	amendment inserted lawmaker state budget exempt scientific researcher state animal cruelty law
1	rhode island different pension plan public worker
1	dave brat worked democrat gov tim lines council economic advisor maine tried raise tax billion
1	say hillary clinton millennials position climate change abortion right immigration reform gay right college affordability donald trump doesnt
0	defense bill includes language would require military hospital provide abortion demand
0	say gov scott walker repeal law left wisconsin one five state without equal pay law protecting woman gender discrimination paycheck
1	say new jersey prison system percent african american even though state percent black
1	know statistically take sat second time one third people take sat even theyre studying get lower score first time around
1	sen obama declared repeatedly reaffirmed intention meet president iran without precondition
1	see quarter billion dollar pension fund need funded billion
1	proud percent pro life voting record
1	american time likely die gun violence citizen civilized country
0	say canadian provincial prime minister came ohio medical treatment delay canadian health care would endangered life
1	oil produced home buy rest world first time thats happened nearly year
1	vote mexico every eligible mexican citizen temper proof photo id card thumbprint embossed hologram
0	
0	went back obesity rate existed back medical system several year could save much trillion dollar
0	say austin largest city without nonstop flight europe
1	industrialized nation relies heavily profit medical insurance industry provide basic health care
0	say year council seat warmer never chaired vice chaired led single council committee meeting
1	since six supreme court justice confirmed election year including justice anthony kennedy confirmed final year reagan administration
0	candidate governor roy barnes fighting hard let illegal immigrant vote
1	rick perry accepted stimulus fund governor except governor california new york
1	percent pain medication prescribed united state
1	state economic development agency walker wed actually isnt even using fund appropriated
1	violent felon buy gun internet background check question asked
0	say mexico afford build wall country trade deficit america billion dollar
1	mathematically white sox still get playoff
0	say campaign released past tax return
1	say majority american republican support approach deficit reduction
0	medium widely overlooked comment made former president bill clinton hillary clinton terrible concussion took six month recover
0	say voted medical part prescription drug program unfounded
0	talked gun told position governor fact received endorsement nra
0	vote got think spent average two buck pop compared buck incumbent milwaukee county executive chris able
1	unemployment college education percent unemployment college education percent
1	latest job number wisconsin ranked third midwest
1	first professional baseball team ohio city
1	three state political solution iraq romney
1	say unlike texas missouri perfect aaa credit rating
1	president authorize killing citizen fight foreign terrorist organization
0	rebuild america job act would cost average american family year making significant impact fix infrastructure road
1	medical part far expensive affordable care act unlike act never budgeted
1	rhode island spends le percent average state spends promoting tourism
0	car crash occur year current congested columbia river bridge
0	say president ronald reagan month job creation million
1	make average amount people wisconsin got le week tax state income tax cut didnt show paycheck
1	bill richardson passed first law nation giving national guard soldier life insurance
1	boston minute away offering subsidy developer charge higher rent get providence construction cost le equal result boston skyline completely dominated crane
0	last couple day notice sent official ukraine jew one city indicating identify jew
1	highest corporate tax rate world right
1	judicial system underfunded state able pay percent obligation meanwhile judge get richest pension public employee
0	cant read speech george washington without hearing reference god almighty
0	say oregon legislature simply authorizes million crc leave oregon holding bag great deal cost responsibility
1	cut property tax senior middle class
0	
0	david dewhursts leadership texas senate passed expansion state tuition free health care illegal immigrant
0	photo prove denver light rail system low ridership
1	rhode island already get revenue per capt gambling state country
1	say pack day smoker quits tax increase save year
0	rick sanatorium say rick perry requested remark governor texas
0	nancy pesos want landfall tax retirement income
0	rep stephen fischer working farmer currently serving house
0	milwaukee police firefighter routinely getting percent raise annually everybody else either getting zero one percent raise
1	veteran year committing suicide serious problem
0	disney looking build disney world came miami told disney take hike
1	dont understand republican idea john mccain introduced cap trade legislation three time
0	gov scott walker plan freeze pay state employee includes percent raise
0	district attorney susan app took shady land deal man charged multiple felony count sexual assault offered deferred prosecution
0	wisconsin voter turned away state strict voter id law presidential election
1	dan patrick state senator voted veteran entrepreneurship program program assist veteran successfully starting business
1	tourism retired dominant economic engine state
0	sheriff call obamas lynching leader meet gop senator
0	proposed immigration legislation would give new immigrant taxpayer funded cellular phone
0	illegal immigrant row grass around texas capitol
1	blueprint prosperity signed law delivered billion tax relief
0	obama national debt reduced every year last five year
1	since private economy produced million private sector job whats job score republican million democrat million
1	law right permit company close american factory office move job overseas take tax deduction cost associated moving job china india wherever
1	baby boomer retiring every day
0	wisconsin legislature raised tax billion
1	fifty percent kid coming school cant get job
1	american spend billion billion hour per year complying tax code
0	unemployment rate young people percent high percent today
0	public employee union spent million wisconsin unsuccessfully trying flip state senate democratic control
0	crime recorded per population compared violent crime per united state
1	say majority american support gay marriage
0	
1	say obama adviser david plouffe took large pile cash joint venture partner company owned iran revolutionary guard
0	texas house speaker joe straps said care wallace hall swing tree
0	one gop candidate discussed they address rising cost college
1	state sen alberta darling voted add billion additional spending cutting program education health care
0	weren illegal immigration wouldnt even big subject
0	million stimulus allocation wisconsin led creation ten thousand job every corner state
0	langevin reliable vote speaker pesos
0	obama support hate crime expansion potentially putting church risk preach truth homosexuality
1	employee free choice act mandate elimination secret ballot
0	democrat budget resolution would raise america tax bill billion
1	commercial property tax providence second highest country behind detroit
0	barack obama want restore estate tax george bush repealed
0	young black male involved criminal justice system higher education
1	small majority american dont think like affordable care act large majority american dont want away protection affordable care act
0	greenlight pinellas transportation plan involves tax increase
1	say rick scott signed law requiring mandatory ultrasound restricting access abortion even case rape incest
1	say average billion added national debt every day
1	
0	percent crime committed estimate percent population
1	state le employee year last year
1	men serving afghan armed force never driven vehicle
1	economy actually shrink last three month
1	say million people still suffer slavery today
1	close half folk country illegally entered legally overstayed visa
0	youre supposed throw away shoe mercury broken cfl light bulb get
0	john mccain consistent pattern docking important environmental vote
0	system cruz distributed ad showing nude melanie trump rug
1	say mitt romney support plan slowly gradually raise retirement age social security
1	latino nevada support educational saving account helping student access better school catherine cortex mast
0	scott walker elected governor promise take campaign contribution date inauguration signing state budget broke taking nearly million
1	governor state percent closest race house history youre dealing like want make
1	african american country today likely net worth percent white family
1	closing tobacco loophole would save missouri taxpayer
1	say vladimir putin said breakup soviet union greatest geopolitical tragedy th century
0	health care premium percent new hampshire
1	house speaker dean cannon say freshman lawmaker account one third member house two third chamber two year le experience
0	mitt romney chose paul ryan vice presidential running mate end romney chance win
1	say mitch mcconnell pushed wall street bailout senate called senate finest
0	congressman scott desjarlais spending one year anniversary vacation working day january
0	democratic health care plan government takeover nearly percent economy
1	cent every dollar spends borrowed place like china
0	tim maine want thwart right work reform measure midwest battleground state
0	new virginia regulation abortion clinic provide sanitary environment expect dental office
1	average woman make cent every dollar men make
0	used line item veto authority veto million dollar special interest spending budget year still smaller fiscal year budget signed predecessor
1	shutdown projected result billion cost economy per week
1	say paid one dollar sweater kol
0	say combined inflation unemployment rate october highest since ronald reagan succeeded jimmy carter
1	black voter turnout exceeded rate white voter turnout even state stricter voter id law
0	say texas school massive increase class size rick perry governor
0	paul workmen want raise sale tax
0	say sen sherdog brown cast deciding vote government takeover health care
1	new hampshire percent democrat percent republican percent gun owner percent nra household support background check
0	wanted keep private dont think anybody business want send money vet
0	second gentrified zip code entire country
1	percent tax filer owe income tax
1	say donald trump want get rid federal minimum wage
1	say stopped capital metro raising fare senior disabled citizen
1	marco rubio economic proposal add trillion federal deficit
1	introducing donald trump former new york city mayor rude giuliano omitted september strike successful terrorist attack eight year president obamas election
1	first meal surface moon holy communion
1	since case person voter fraud proven nationally
1	say philando castle stopped police time fatal incident
1	whether state privatized ohio turnpike
1	cost u shut government keep open
1	say tim plenty said era small government government proactive aggressive
1	say charlie crest rode jet belongs serial polluted history environmental violation fined nearly million polluting water
0	signed largest single tax cut history florida billion tax cut five year directed property tax cut
1	revenue percent gdp still range lowest ever
1	sort service romney health care plan provide per state web site co pay abortion
0	trump university better business bureau
1	new hampshire spent million jeb bush spent million came five came number one
0	social security like told money year borrowing general treasury
0	say obama called sarah palin pig
1	wisconsin pension system one fully funded country
1	say tax plan senior making le per year pay income tax
1	kind snowstorm happens every year
0	koch brother spending money either democratic republican party election
1	say jeb bush opposes marriage equality he said personally belief gay couple banned adopting child
